SI.NO.,Prediction ,Scored.Probability ,Class
43624,0,0.999991417,0
43625,0,0.996557593,0
43626,0,0.999529958,0
43627,0,0.999923468,0
43628,0,0.999149919,0
43629,0,0.999119461,0
43630,0,0.999988675,0
43631,0,0.999979138,0
43632,0,0.999420762,0
43633,0,0.999657989,0
43634,0,0.998853445,0
43635,0,0.999999046,0
43636,0,0.998608291,0
43637,0,0.971938729,0
43638,0,0.999599397,0
43639,0,0.997730076,0
43640,0,0.999476135,0
43641,0,0.999824822,0
43642,0,0.997017503,0
43643,0,0.997555196,0
43644,0,0.996562302,0
43645,0,0.989064574,0
43646,0,0.999929428,0
43647,0,0.998433173,0
43648,0,0.999237776,0
43649,0,0.999779165,0
43650,0,0.998310208,0
43651,0,0.998725235,0
43652,0,0.997382462,0
43653,0,0.998940289,0
43654,0,0.996687233,0
43655,0,0.996426642,0
43656,0,0.998699903,0
43657,0,0.999997854,0
43658,0,0.999773562,0
43659,0,0.999935031,0
43660,0,0.999919772,0
43661,0,0.99829942,0
43662,0,0.999643564,0
43663,0,0.997759461,0
43664,0,0.991976798,0
43665,0,0.999304295,0
43666,0,0.999998689,0
43667,0,0.997702181,0
43668,0,0.999982238,0
43669,0,0.99723947,0
43670,0,0.999999881,0
43671,0,0.999999046,0
43672,0,0.997984648,0
43673,0,0.999524355,0
43674,0,0.999606192,0
43675,0,0.999841332,0
43676,0,0.999266326,0
43677,0,0.999914646,0
43678,0,0.999999523,0
43679,0,0.999992609,0
43680,0,0.999963045,0
43681,0,0.996021807,0
43682,0,0.998883545,0
43683,0,0.999999046,0
43684,0,0.99630475,0
43685,0,0.998267293,0
43686,0,0.999284446,0
43687,0,0.999985814,0
43688,0,0.999999762,0
43689,0,0.991317511,0
43690,0,0.98766464,0
43691,0,0.999059141,0
43692,0,0.999332011,0
43693,0,0.999991536,0
43694,0,0.997980416,0
43695,0,0.998281002,0
43696,0,0.997373104,0
43697,0,0.999766052,0
43698,0,0.999200046,0
43699,0,0.995025337,0
43700,0,0.993409157,0
43701,0,0.998771489,0
43702,0,0.990360737,0
43703,0,1,0
43704,0,0.996428668,0
43705,0,0.999947786,0
43706,0,0.999852538,0
43707,0,0.994742751,0
43708,0,0.993743956,0
43709,0,0.988910198,0
43710,0,0.996113062,0
43711,0,1,0
43712,0,0.998813987,0
43713,0,0.988125205,0
43714,0,0.998784125,0
43715,0,0.997737527,0
43716,0,0.999876618,0
43717,0,0.998358428,0
43718,0,0.99964869,0
43719,0,0.997910202,0
43720,0,0.999749601,0
43721,0,0.999996185,0
43722,0,0.999303579,0
43723,0,0.999456584,0
43724,0,0.999176323,0
43725,0,0.999100447,0
43726,0,0.999997854,0
43727,0,0.978903055,0
43728,0,0.99999404,0
43729,0,0.999291897,0
43730,0,0.998535275,0
43731,0,0.998909712,0
43732,0,1,0
43733,0,0.998723328,0
43734,0,0.999188125,0
43735,0,0.999983668,0
43736,0,0.999854088,0
43737,0,0.998782933,0
43738,0,0.998953104,0
43739,0,0.999949455,0
43740,0,0.999720156,0
43741,0,0.999999642,0
43742,0,0.999629259,0
43743,0,0.999999285,0
43744,0,0.999826372,0
43745,0,0.994942725,0
43746,0,0.99563235,0
43747,0,0.999957085,0
43748,0,0.996946752,0
43749,0,0.999094129,0
43750,0,0.999135196,0
43751,0,0.999641061,0
43752,0,0.997284532,0
43753,0,0.999617815,0
43754,0,0.999745548,0
43755,0,0.99611342,0
43756,0,0.999617815,0
43757,0,0.99999094,0
43758,0,0.997049034,0
43759,0,0.999938846,0
43760,0,0.993496776,0
43761,0,0.994645596,0
43762,0,0.997617304,0
43763,0,0.78436774,0
43764,0,0.99790132,0
43765,0,0.99512285,0
43766,0,0.999995589,0
43767,0,0.995289326,0
43768,0,0.999863029,0
43769,0,0.997392058,0
43770,0,0.999008715,0
43771,0,0.989029408,0
43772,0,0.999471247,0
43773,0,0.999488235,0
43774,0,0.987732172,0
43775,0,0.999842644,0
43776,0,0.981623173,0
43777,0,0.998531103,0
43778,0,0.999955177,0
43779,0,0.999997139,0
43780,0,0.99900049,0
43781,0,0.999792993,0
43782,0,0.999944568,0
43783,0,0.999807417,0
43784,0,0.997478664,0
43785,0,0.999406099,0
43786,0,0.991219461,0
43787,0,0.988395452,0
43788,0,0.99779129,0
43789,0,0.997826874,0
43790,0,0.826073825,0
43791,0,0.999907255,0
43792,0,0.99318105,0
43793,0,0.999836564,0
43794,0,0.996302962,0
43795,0,0.993672013,0
43796,0,1,0
43797,0,0.998322189,0
43798,0,0.999212503,0
43799,0,0.999988079,0
43800,0,0.999383688,0
43801,0,0.999941349,0
43802,0,0.999358833,0
43803,0,0.998612523,0
43804,0,0.997758389,0
43805,0,0.995847821,0
43806,0,0.99990201,0
43807,0,0.99525696,0
43808,0,0.99701947,0
43809,0,0.999976277,0
43810,0,0.999502778,0
43811,0,0.998063982,0
43812,0,0.999760568,0
43813,0,0.999999404,0
43814,0,0.999864578,0
43815,0,0.999027133,0
43816,0,0.998048782,0
43817,0,0.99333775,0
43818,0,0.999168873,0
43819,0,0.999577701,0
43820,0,0.996926486,0
43821,0,0.993356109,0
43822,0,0.992349386,0
43823,0,0.99997282,0
43824,0,0.997909129,0
43825,0,0.99999094,0
43826,0,0.999505997,0
43827,0,0.999937177,0
43828,0,0.999831676,0
43829,0,0.999634981,0
43830,0,0.999019027,0
43831,0,0.987877369,0
43832,0,0.994095087,0
43833,0,0.99001807,0
43834,0,0.99979645,0
43835,0,0.999997973,0
43836,0,0.999843597,0
43837,0,0.99391526,0
43838,0,0.997260571,0
43839,0,0.999999881,0
43840,0,0.999186456,0
43841,0,0.999454677,0
43842,0,0.999124825,0
43843,0,0.999988794,0
43844,0,0.932850957,0
43845,0,0.838616848,0
43846,0,0.999590933,0
43847,0,0.999999881,0
43848,0,0.99823916,0
43849,0,0.999695659,0
43850,0,0.998077035,0
43851,0,0.999910355,0
43852,0,0.998832285,0
43853,0,0.999198377,0
43854,0,0.99721849,0
43855,0,0.999783099,0
43856,0,0.998428643,0
43857,0,0.99625814,0
43858,0,0.999633312,0
43859,0,0.997760653,0
43860,0,0.999999046,0
43861,0,0.999163032,0
43862,0,0.999766767,0
43863,0,0.995637,0
43864,0,0.999417901,0
43865,0,0.999999642,0
43866,0,1,0
43867,0,0.994274914,0
43868,0,0.997555315,0
43869,0,0.999997258,0
43870,0,0.998108983,0
43871,0,0.998880923,0
43872,0,0.996595919,0
43873,0,0.995829046,0
43874,0,0.903638005,0
43875,0,0.999995828,0
43876,0,0.992712796,0
43877,0,0.998445809,0
43878,0,0.999984145,0
43879,0,0.998323619,0
43880,0,0.995767355,0
43881,0,0.997505605,0
43882,0,0.999457061,0
43883,0,0.999869823,0
43884,0,0.998741806,0
43885,0,0.998897076,0
43886,0,0.999253929,0
43887,0,0.999961853,0
43888,0,0.999100447,0
43889,0,0.999884367,0
43890,0,0.995439768,0
43891,0,0.998243093,0
43892,0,0.98298645,0
43893,0,0.998910427,0
43894,0,0.999099612,0
43895,0,0.999935746,0
43896,0,0.994892836,0
43897,0,0.996769428,0
43898,0,0.999993443,0
43899,0,0.999955177,0
43900,0,0.999716461,0
43901,0,0.997018576,0
43902,0,0.998542905,0
43903,0,0.99946779,0
43904,0,0.999991179,0
43905,0,0.999415755,0
43906,0,0.99756974,0
43907,0,0.999734581,0
43908,0,0.999259412,0
43909,0,0.994861186,0
43910,0,0.999059141,0
43911,0,0.995528877,0
43912,0,0.996474564,0
43913,0,0.993108988,0
43914,0,0.995503247,0
43915,0,0.993992746,0
43916,0,0.999441087,0
43917,0,0.999123275,0
43918,0,0.998211861,0
43919,0,0.99899441,0
43920,0,0.991834521,0
43921,0,0.995414853,0
43922,0,0.998805285,0
43923,0,0.998254478,0
43924,0,0.999956131,0
43925,0,1,0
43926,0,0.999998689,0
43927,0,0.99999547,0
43928,0,0.995013654,0
43929,0,0.999999046,0
43930,0,0.995108187,0
43931,0,0.99998498,0
43932,0,0.99999249,0
43933,0,0.999999523,0
43934,0,0.999998808,0
43935,0,0.992512822,0
43936,0,0.999901056,0
43937,0,0.999835014,0
43938,0,0.999917626,0
43939,0,0.999992251,0
43940,0,0.998930395,0
43941,0,0.999953151,0
43942,0,1,0
43943,0,0.998697102,0
43944,0,0.996390283,0
43945,0,0.999109447,0
43946,0,0.996562064,0
43947,0,0.999926805,0
43948,0,0.998418331,0
43949,0,0.999679446,0
43950,0,0.999130189,0
43951,0,0.999435484,0
43952,0,0.998260319,0
43953,0,0.999485493,0
43954,0,0.996665657,0
43955,0,0.998696506,0
43956,0,0.999999881,0
43957,0,0.995865941,0
43958,0,0.996593893,0
43959,0,0.998406708,0
43960,0,0.999923825,0
43961,0,0.999373257,0
43962,0,0.999988437,0
43963,0,0.993962824,0
43964,0,0.91516608,0
43965,0,0.998820245,0
43966,0,0.996913671,0
43967,0,0.995217681,0
43968,0,0.984518647,0
43969,0,0.996268511,0
43970,0,0.99998939,0
43971,0,0.998887241,0
43972,0,0.99732399,0
43973,0,0.99974376,0
43974,0,0.999808013,0
43975,0,0.998390079,0
43976,0,0.999322534,0
43977,0,0.999821484,0
43978,0,0.999867797,0
43979,0,0.998994529,0
43980,0,0.99848938,0
43981,0,0.998105049,0
43982,0,0.998669386,0
43983,0,0.996998072,0
43984,0,1,0
43985,0,0.996808231,0
43986,0,0.996218622,0
43987,0,0.999870658,0
43988,0,0.999045789,0
43989,0,0.998574495,0
43990,0,0.999999881,0
43991,0,0.997475922,0
43992,0,0.999998569,0
43993,0,0.993528426,0
43994,0,0.997103035,0
43995,0,0.996543229,0
43996,0,0.999090672,0
43997,0,0.99741286,0
43998,0,0.997514963,0
43999,0,0.999150515,0
44000,0,0.99980253,0
44001,0,0.999798357,0
44002,0,0.995862961,0
44003,0,0.999586523,0
44004,0,0.99940753,0
44005,0,0.99623543,0
44006,0,0.999000013,0
44007,0,0.999949574,0
44008,0,0.999134362,0
44009,0,0.999999881,0
44010,0,0.999685049,0
44011,0,0.999486208,0
44012,0,0.999990463,0
44013,0,0.999395013,0
44014,0,0.998186648,0
44015,0,0.999353468,0
44016,0,0.999790251,0
44017,0,0.994911253,0
44018,0,0.999275506,0
44019,0,0.999999762,0
44020,0,0.999999881,0
44021,0,0.996507704,0
44022,0,0.992983937,0
44023,0,0.99748683,0
44024,0,0.961322725,0
44025,0,0.99175632,0
44026,0,0.999954104,0
44027,0,0.999514222,0
44028,0,0.999131978,0
44029,0,0.997594774,0
44030,0,0.983350396,0
44031,0,0.999999881,0
44032,0,0.999999642,0
44033,0,0.986184776,0
44034,0,0.996825814,0
44035,0,0.999638081,0
44036,0,0.999206603,0
44037,0,0.999837637,0
44038,0,0.999959111,0
44039,0,0.998426795,0
44040,0,0.999527454,0
44041,0,0.99794513,0
44042,0,0.991461515,0
44043,0,0.997174621,0
44044,0,0.997797966,0
44045,0,0.996407092,0
44046,0,0.998239517,0
44047,0,0.998841465,0
44048,0,0.999999881,0
44049,0,0.99948138,0
44050,0,0.999999046,0
44051,0,0.999853134,0
44052,0,0.999999285,0
44053,0,0.999679923,0
44054,0,0.999999762,0
44055,0,0.996493757,0
44056,0,0.999379158,0
44057,0,0.997621119,0
44058,0,0.994755626,0
44059,0,0.999051154,0
44060,0,0.993081033,0
44061,0,0.986506402,0
44062,0,0.997523844,0
44063,0,0.995908141,0
44064,0,0.999812901,0
44065,0,0.999999762,0
44066,0,0.999998212,0
44067,0,0.999505758,0
44068,0,0.997507393,0
44069,0,0.988440871,0
44070,0,0.996088505,0
44071,0,0.998692214,0
44072,0,0.999992132,0
44073,0,0.998284757,0
44074,0,0.999100327,0
44075,0,0.999987721,0
44076,0,0.999944806,0
44077,0,0.999992609,0
44078,0,0.999146461,0
44079,0,0.999999762,0
44080,0,0.999927163,0
44081,0,0.844055891,0
44082,0,0.999755442,0
44083,0,0.998907447,0
44084,0,1,0
44085,0,0.99420929,0
44086,0,0.999887943,0
44087,0,0.999579728,0
44088,0,0.999496579,0
44089,0,0.998157918,0
44090,0,0.995935321,0
44091,0,0.999046385,0
44092,0,0.995095909,0
44093,0,0.993676841,0
44094,0,0.999215245,0
44095,0,0.99926132,0
44096,0,0.995180964,0
44097,0,0.998316288,0
44098,0,0.999274671,0
44099,0,0.991666496,0
44100,0,0.999993682,0
44101,0,0.999859691,0
44102,0,0.999984264,0
44103,0,0.999999285,0
44104,0,1,0
44105,0,0.998208284,0
44106,0,0.999190748,0
44107,0,0.999568641,0
44108,0,0.999999642,0
44109,0,0.999974608,0
44110,0,0.999848962,0
44111,0,0.99926585,0
44112,0,0.998314857,0
44113,0,0.99999249,0
44114,0,0.999567091,0
44115,0,0.999824703,0
44116,0,0.999704659,0
44117,0,0.999801695,0
44118,0,0.995582521,0
44119,0,0.99803108,0
44120,0,0.998058379,0
44121,0,0.999172449,0
44122,0,0.999588668,0
44123,0,0.998275042,0
44124,0,0.937113941,0
44125,0,0.794757128,0
44126,0,0.999569595,0
44127,0,1,0
44128,0,0.99659723,0
44129,0,0.998937309,0
44130,0,0.998779118,0
44131,0,0.998437345,0
44132,0,0.999671221,0
44133,0,0.997813463,0
44134,0,0.998505116,0
44135,0,0.881387293,0
44136,0,0.906077445,0
44137,0,0.995620191,0
44138,0,0.998808146,0
44139,0,0.994479775,0
44140,0,0.99964726,0
44141,0,0.997694314,0
44142,0,0.99891305,0
44143,0,0.99970752,0
44144,0,0.997301161,0
44145,0,0.998063028,0
44146,0,0.999945164,0
44147,0,0.999792635,0
44148,0,0.999998927,0
44149,0,0.998277187,0
44150,0,0.999699235,0
44151,0,0.999610722,0
44152,0,0.997141302,0
44153,0,0.999607265,0
44154,0,0.999814928,0
44155,0,0.999999881,0
44156,0,0.994844556,0
44157,0,0.990033329,0
44158,0,0.999480307,0
44159,0,0.999956965,0
44160,0,0.998541236,0
44161,0,0.995621979,0
44162,0,0.997678578,0
44163,0,0.99999702,0
44164,0,0.99322927,0
44165,0,0.99968636,0
44166,0,0.999999762,0
44167,0,0.999999762,0
44168,0,0.997583628,0
44169,0,0.999958873,0
44170,0,0.999663353,0
44171,0,0.99874109,0
44172,0,0.838901877,0
44173,0,0.999124348,0
44174,0,0.997393489,0
44175,0,0.998819888,0
44176,0,0.98836565,0
44177,0,0.998921871,0
44178,0,0.999889493,0
44179,0,0.999897599,0
44180,0,0.999999642,0
44181,0,0.998697519,0
44182,0,0.999727786,0
44183,0,0.999998212,0
44184,0,0.995703757,0
44185,0,0.999686599,0
44186,0,0.998474181,0
44187,0,0.995267808,0
44188,0,0.999042451,0
44189,0,0.994318664,0
44190,0,0.999623895,0
44191,0,0.998025775,0
44192,0,0.999999881,0
44193,0,0.998420238,0
44194,0,0.998724878,0
44195,0,0.999903321,0
44196,0,0.999997735,0
44197,0,0.998729527,0
44198,0,0.958830416,0
44199,0,0.999939561,0
44200,0,0.996403694,0
44201,0,0.988360882,0
44202,0,0.999766648,0
44203,0,0.998647034,0
44204,0,0.999520898,0
44205,0,0.997157335,0
44206,0,0.999545991,0
44207,0,0.999146342,0
44208,0,0.999890208,0
44209,0,1,0
44210,0,0.997099757,0
44211,0,0.999660373,0
44212,0,1,0
44213,0,0.999930859,0
44214,0,0.993660033,0
44215,0,0.998571157,0
44216,0,0.9417997,0
44217,0,0.999999881,0
44218,0,0.999994278,0
44219,0,0.999997973,0
44220,0,0.999997497,0
44221,0,0.99930501,0
44222,0,0.999995351,0
44223,0,0.995384157,0
44224,0,0.999028087,0
44225,0,0.536037803,0
44226,0,0.99888283,0
44227,0,0.999132812,0
44228,0,0.99938643,0
44229,0,0.997624338,0
44230,0,0.999881029,0
44231,0,0.999998808,0
44232,0,0.999999881,0
44233,0,0.999950886,0
44234,0,0.999341071,0
44235,0,0.9999125,0
44236,0,0.991040766,0
44237,0,0.99930191,0
44238,0,0.995274067,0
44239,0,0.999992251,0
44240,0,0.99662739,0
44241,0,0.999998808,0
44242,0,0.999947786,0
44243,0,0.998939455,0
44244,0,0.999999762,0
44245,0,0.999952197,0
44246,0,0.999999881,0
44247,0,0.999915004,0
44248,0,0.999998927,0
44249,0,0.999765217,0
44250,0,0.999482989,0
44251,0,0.9898476,0
44252,0,0.999555886,0
44253,0,0.998408854,0
44254,0,0.999877453,0
44255,0,0.998679936,0
44256,0,0.999999046,0
44257,0,0.998367369,0
44258,0,0.999053299,0
44259,0,0.998687446,0
44260,0,0.9998734,0
44261,0,0.999900937,0
44262,0,0.999999404,0
44263,0,0.999217868,0
44264,0,0.998729765,0
44265,0,0.950830638,0
44266,0,0.99999404,0
44267,0,0.999996424,0
44268,0,0.999999046,0
44269,0,0.998768985,0
44270,0,0.996385098,0
44271,0,0.996141016,0
44272,0,0.999469459,0
44273,0,0.999873161,0
44274,0,0.998876631,0
44275,0,0.999999762,0
44276,0,0.99944371,0
44277,0,0.860975385,0
44278,0,0.831177473,0
44279,0,0.999978662,0
44280,0,0.994996905,0
44281,0,0.999345005,0
44282,0,0.999999404,0
44283,0,0.999871612,0
44284,0,0.998585463,0
44285,0,0.994292617,0
44286,0,0.999078631,0
44287,0,0.999457896,0
44288,0,0.996001184,0
44289,0,0.986001253,0
44290,0,0.999533892,0
44291,0,0.998260915,0
44292,0,0.998477042,0
44293,0,0.999890327,0
44294,0,0.998891056,0
44295,0,0.99932456,0
44296,0,0.998525798,0
44297,0,0.999134123,0
44298,0,0.992655039,0
44299,0,0.999482095,0
44300,0,0.993870378,0
44301,0,0.999518156,0
44302,0,0.995464981,0
44303,0,0.997867346,0
44304,0,0.997937083,0
44305,0,0.996803164,0
44306,0,0.999999285,0
44307,0,0.998102248,0
44308,0,0.995772779,0
44309,0,0.999695539,0
44310,0,0.999861717,0
44311,0,0.999999642,0
44312,0,0.991116524,0
44313,0,0.99980551,0
44314,0,0.976354003,0
44315,0,0.996615946,0
44316,0,0.99584657,0
44317,0,0.991219223,0
44318,0,0.999999881,0
44319,0,0.999999642,0
44320,0,0.999907017,0
44321,0,0.999867082,0
44322,0,0.904361606,0
44323,0,0.999999404,0
44324,0,0.999988437,0
44325,0,0.999981165,0
44326,0,0.999993682,0
44327,0,0.999698758,0
44328,0,0.999742687,0
44329,0,0.999997973,0
44330,0,0.998153746,0
44331,0,0.998681962,0
44332,0,0.999174416,0
44333,0,0.999114096,0
44334,0,0.999999881,0
44335,0,0.999904752,0
44336,0,0.99999547,0
44337,0,0.999995947,0
44338,0,0.998030603,0
44339,0,0.997034073,0
44340,0,0.99988234,0
44341,0,0.999645233,0
44342,0,0.999490738,0
44343,0,0.999304891,0
44344,0,0.999636054,0
44345,0,0.99941051,0
44346,0,0.89368695,0
44347,0,0.999472916,0
44348,0,0.999561846,0
44349,0,0.999637842,0
44350,0,0.993020713,0
44351,0,1,0
44352,0,0.996052206,0
44353,0,0.999870062,0
44354,0,0.999994516,0
44355,0,0.997461557,0
44356,0,0.99999845,0
44357,0,0.975997984,0
44358,0,0.988981009,0
44359,0,0.999671578,0
44360,0,0.999375165,0
44361,0,0.998939812,0
44362,0,0.998489976,0
44363,0,0.993129432,0
44364,0,0.998369753,0
44365,0,0.995490611,0
44366,0,0.998777807,0
44367,0,0.997253239,0
44368,0,0.999578059,0
44369,0,0.999786198,0
44370,0,0.998062313,0
44371,0,0.999215484,0
44372,0,0.999781907,0
44373,0,0.999357283,0
44374,0,0.999999285,0
44375,0,0.999866009,0
44376,0,0.998435557,0
44377,0,1,0
44378,0,0.999993801,0
44379,0,0.994569719,0
44380,0,0.982654989,0
44381,0,0.993592799,0
44382,0,1,0
44383,0,0.999999523,0
44384,0,0.996783137,0
44385,0,0.999556839,0
44386,0,0.998974681,0
44387,0,0.995015323,0
44388,0,0.999109328,0
44389,0,0.996316671,0
44390,0,0.99999547,0
44391,0,0.99744761,0
44392,0,0.996861458,0
44393,0,1,0
44394,0,0.992270708,0
44395,0,0.99992919,0
44396,0,0.99940753,0
44397,0,0.999958158,0
44398,0,0.999999642,0
44399,0,0.999391556,0
44400,0,0.995100081,0
44401,0,0.997438908,0
44402,0,0.99992609,0
44403,0,0.999836802,0
44404,0,0.999319077,0
44405,0,0.999823749,0
44406,0,0.999918699,0
44407,0,0.999990702,0
44408,0,0.998696387,0
44409,0,0.99924916,0
44410,0,0.999460399,0
44411,0,0.998264253,0
44412,0,0.998360217,0
44413,0,0.999999404,0
44414,0,0.998001158,0
44415,0,0.997768998,0
44416,0,0.998020053,0
44417,0,0.99768877,0
44418,0,0.995157301,0
44419,0,0.997036815,0
44420,0,0.995472372,0
44421,0,0.996719897,0
44422,0,0.998619914,0
44423,0,0.998997748,0
44424,0,0.999964356,0
44425,0,0.999227881,0
44426,0,0.998223126,0
44427,0,0.999694824,0
44428,0,0.999468029,0
44429,0,0.995843709,0
44430,0,0.999265373,0
44431,0,0.998529553,0
44432,0,0.998872936,0
44433,0,0.99616915,0
44434,0,0.991051078,0
44435,0,0.997221708,0
44436,0,0.971947551,0
44437,0,0.99571085,0
44438,0,0.998573422,0
44439,0,0.999308228,0
44440,0,0.998642147,0
44441,0,0.998313069,0
44442,0,0.995341182,0
44443,0,0.999322414,0
44444,0,0.998819649,0
44445,0,0.999999881,0
44446,0,0.99961412,0
44447,0,0.999784887,0
44448,0,0.999972224,0
44449,0,0.999713719,0
44450,0,0.999911666,0
44451,0,0.902121067,0
44452,0,0.999993205,0
44453,0,0.999999881,0
44454,0,0.993671298,0
44455,0,0.999308228,0
44456,0,0.999100924,0
44457,0,0.99954778,0
44458,0,0.995624244,0
44459,0,0.996477306,0
44460,0,0.999999762,0
44461,0,0.999563396,0
44462,0,0.999300122,0
44463,0,0.999913931,0
44464,0,0.999999881,0
44465,0,0.999975562,0
44466,0,0.993838131,0
44467,0,0.999081016,0
44468,0,0.997347116,0
44469,0,0.999460757,0
44470,0,0.998463154,0
44471,0,0.999937773,0
44472,0,0.995336115,0
44473,0,0.986751199,0
44474,0,0.995586157,0
44475,0,0.99598515,0
44476,0,0.997912228,0
44477,0,0.999983907,0
44478,0,0.997753561,0
44479,0,1,0
44480,0,0.994264543,0
44481,0,0.99903357,0
44482,0,0.998644888,0
44483,0,0.999999881,0
44484,0,0.999997258,0
44485,0,0.999999404,0
44486,0,0.99893707,0
44487,0,0.99893266,0
44488,0,0.999452412,0
44489,0,0.999745786,0
44490,0,0.99776125,0
44491,0,0.99968648,0
44492,0,0.99739933,0
44493,0,0.999685287,0
44494,0,0.999810278,0
44495,0,0.959938526,0
44496,0,1,0
44497,0,0.99821943,0
44498,0,0.993214369,0
44499,0,0.999452531,0
44500,0,0.998960614,0
44501,0,0.998092234,0
44502,0,0.997928143,0
44503,0,0.99912101,0
44504,0,0.998924434,0
44505,0,0.999696493,0
44506,0,0.995201707,0
44507,0,0.999640822,0
44508,0,0.999315023,0
44509,0,0.999998212,0
44510,0,0.998620272,0
44511,0,0.999344051,0
44512,0,0.998387575,0
44513,0,0.999622822,0
44514,0,0.999158502,0
44515,0,0.997334898,0
44516,0,0.998944223,0
44517,0,0.999995589,0
44518,0,0.999363244,0
44519,0,0.996483445,0
44520,0,0.995055199,0
44521,0,0.995791316,0
44522,0,0.989843607,0
44523,0,0.999964952,0
44524,0,0.999994636,0
44525,0,0.998439014,0
44526,0,0.993782222,0
44527,0,0.999854326,0
44528,0,0.996578634,0
44529,0,0.932869494,0
44530,0,0.999834657,0
44531,0,0.9981336,0
44532,0,0.999999881,0
44533,0,0.99878782,0
44534,0,0.999999762,0
44535,0,0.998824894,0
44536,0,0.99891305,0
44537,0,0.999752104,0
44538,0,0.999992728,0
44539,0,0.999608815,0
44540,0,0.998785555,0
44541,0,0.9998945,0
44542,0,0.999998212,0
44543,0,0.999447763,0
44544,0,0.994920671,0
44545,0,0.896620154,0
44546,0,0.999011874,0
44547,0,0.981014848,0
44548,0,0.998913646,0
44549,0,0.9963516,0
44550,0,0.999542356,0
44551,0,0.997853935,0
44552,0,0.997926474,0
44553,0,0.999999762,0
44554,0,0.998144627,0
44555,0,0.996097684,0
44556,0,0.999409556,0
44557,0,0.99797076,0
44558,0,0.997265697,0
44559,0,0.998562038,0
44560,0,0.999996662,0
44561,0,0.999986768,0
44562,0,0.984401286,0
44563,0,0.99989295,0
44564,0,0.998024583,0
44565,0,0.99998951,0
44566,0,0.996673465,0
44567,0,0.906410992,0
44568,0,0.995614409,0
44569,0,0.999621391,0
44570,0,0.993577182,0
44571,0,0.998624206,0
44572,0,0.998438299,0
44573,0,0.998074055,0
44574,0,0.916156948,0
44575,0,0.998768032,0
44576,0,0.985130191,0
44577,0,0.999999523,0
44578,0,0.998274088,0
44579,0,0.993580103,0
44580,0,0.999122083,0
44581,0,0.999474108,0
44582,0,0.996424139,0
44583,0,0.998735726,0
44584,0,0.999863625,0
44585,0,0.998739541,0
44586,0,0.997170508,0
44587,0,0.994830668,0
44588,0,0.999998808,0
44589,0,0.997733951,0
44590,0,0.995663226,0
44591,0,0.99763453,0
44592,0,0.995177507,0
44593,0,0.999972701,0
44594,0,0.999994159,0
44595,0,0.999497414,0
44596,0,0.999994993,0
44597,0,0.993299484,0
44598,0,0.997395515,0
44599,0,0.994972229,0
44600,0,0.999999166,0
44601,0,0.999382138,0
44602,0,0.912267387,0
44603,0,0.995272577,0
44604,0,0.996875525,0
44605,0,0.999890327,0
44606,0,0.992922902,0
44607,0,0.997043669,0
44608,0,0.995711565,0
44609,0,0.999281585,0
44610,0,0.997689962,0
44611,0,0.997900963,0
44612,0,0.998907685,0
44613,0,0.996498108,0
44614,0,0.999994636,0
44615,0,0.998382926,0
44616,0,0.999689937,0
44617,0,0.997597516,0
44618,0,0.998344421,0
44619,0,0.997457683,0
44620,0,0.996465325,0
44621,0,0.998722136,0
44622,0,0.997420788,0
44623,0,0.99761945,0
44624,0,0.852793396,0
44625,0,0.996862292,0
44626,0,0.999582827,0
44627,0,0.999976993,0
44628,0,0.995298088,0
44629,0,0.994786859,0
44630,0,0.963611066,0
44631,0,0.987492561,0
44632,0,0.99293524,0
44633,0,0.99905175,0
44634,0,0.999995232,0
44635,0,0.977635264,0
44636,0,0.998603165,0
44637,0,0.999606669,0
44638,0,0.999780834,0
44639,0,0.996618509,0
44640,0,0.999947309,0
44641,0,0.994132102,0
44642,0,0.994460821,0
44643,0,0.998310924,0
44644,0,0.880272806,0
44645,0,1,0
44646,0,0.998798013,0
44647,0,0.997797132,0
44648,0,0.999897361,0
44649,0,0.993965089,0
44650,0,0.98840487,0
44651,0,0.998972297,0
44652,0,0.999523163,0
44653,0,0.986529946,0
44654,0,0.999093771,0
44655,0,0.998354971,0
44656,0,0.999994874,0
44657,0,0.99976033,0
44658,0,1,0
44659,0,0.999997258,0
44660,0,0.975185275,0
44661,0,0.991782665,0
44662,0,0.999650717,0
44663,0,0.999801099,0
44664,0,0.997970641,0
44665,0,0.998713374,0
44666,0,0.999664783,0
44667,0,1,0
44668,0,0.998475969,0
44669,0,0.994741082,0
44670,0,0.999296665,0
44671,0,0.998907447,0
44672,0,0.999893427,0
44673,0,0.995406866,0
44674,0,0.975716591,0
44675,0,0.985646427,0
44676,0,0.994992316,0
44677,0,0.99701488,0
44678,0,0.986255407,0
44679,0,0.985001326,0
44680,1,0.343167603,0
44681,0,0.999131024,0
44682,0,1,0
44683,0,0.928504288,0
44684,0,0.984742284,0
44685,0,0.991197765,0
44686,0,0.997446895,0
44687,0,0.998800278,0
44688,0,0.985975564,0
44689,0,0.99861753,0
44690,0,0.998501897,0
44691,0,0.998947561,0
44692,0,0.955281198,0
44693,0,0.999215484,0
44694,0,0.995211959,0
44695,0,1,0
44696,0,0.992592752,0
44697,0,0.996888101,0
44698,0,0.998736918,0
44699,0,0.993130028,0
44700,0,0.995644569,0
44701,0,0.99978441,0
44702,0,0.989523232,0
44703,0,0.990710199,0
44704,0,0.997625768,0
44705,0,0.999999404,0
